date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,to_total,seat_fee,lock_fee,flower,curry,grand_total
2025-08-02,土,27,75570,12570,88140,3264,40,369190,81820,451010,11275,85890,35750,1650,0,0,576550
2025-08-03,日,35,129470,17710,147180,4205,35,330000,62420,392420,11212,130080,39600,3210,0,800,582410
2025-08-04,月,0,0,0,0,0,44,346120,65270,411390,9349,53390,41800,29560,0,0,482750
2025-08-05,火,0,0,0,0,0,44,365580,75180,440760,10017,52100,40700,1650,0,0,483110
2025-08-06,水,0,0,0,0,0,35,316710,49300,366010,10457,87080,40700,1560,0,0,408270
2025-08-07,木,0,0,0,0,0,38,302410,75310,377720,9940,4800,27100,1650,0,0,406470
2025-08-08,金,0,0,0,0,0,40,393600,53600,447200,11180,18450,46200,0,0,0,493400
2025-08-09,土,23,87230,16610,103840,4514,41,370890,85540,456430,11132,79030,40700,1210,0,0,602180
2025-08-10,日,27,111980,10190,122170,4524,38,311460,47100,358560,9435,129190,51700,0,0,0,532430
2025-08-11,月,28,89540,24070,113610,4057,38,370240,61530,431770,11362,147780,44550,47000,0,0,636930
2025-08-12,火,0,0,0,0,0,42,351750,66480,418230,9957,115260,38500,0,0,800,456730
2025-08-13,水,0,0,0,0,0,34,323480,67600,391080,11502,133910,33000,0,0,0,424080
2025-08-14,木,0,0,0,0,0,40,484000,136000,620000,15500,111150,0,0,0,0,620000
2025-08-15,金,0,0,0,0,0,40,390980,113700,504680,12617,100390,41800,0,0,0,546480
2025-08-16,土,30,127710,22770,150480,5016,38,329220,53100,382320,10061,121890,38500,0,0,0,571300
2025-08-17,日,19,75460,6420,81880,4309,41,369480,95070,464550,11330,29520,34100,1650,0,0,582180
2025-08-18,月,0,0,0,0,0,38,376260,55210,431470,11354,69870,37400,0,0,0,468870
2025-08-19,火,0,0,0,0,0,39,291930,62710,354640,9093,46820,13200,0,0,0,367840
2025-08-20,水,0,0,0,0,0,41,350190,41390,391580,9550,31390,40700,45000,0,0,477280
2025-08-21,木,0,0,0,0,0,42,336640,70000,406640,9681,62470,42900,0,0,0,449540
2025-08-22,金,0,0,0,0,0,10,121000,62900,183900,18390,86880,0,0,0,0,183900
2025-08-23,土,9,97290,21000,118290,13143,40,371690,77360,449050,11226,113210,64870,1560,0,0,633770
2025-08-24,日,31,118360,17290,135650,4375,41,338600,43670,382270,9323,145500,54450,2770,0,0,575140
2025-08-25,月,0,0,0,0,0,42,377860,52090,429950,10236,72600,37400,58000,0,0,525350
2025-08-26,火,0,0,0,0,0,27,215880,41270,257150,9524,26320,18700,1560,0,0,277410
2025-08-27,水,0,0,0,0,0,40,364040,78980,443020,11075,25800,39600,0,0,400,482620
2025-08-28,木,0,0,0,0,0,36,304560,56720,361280,10035,55500,31900,0,0,2000,393180
2025-08-29,金,0,0,0,0,0,38,360530,57050,417580,10988,31050,35200,0,0,0,452780
2025-08-30,土,22,97130,17110,114240,5192,40,406550,72370,478920,11973,24900,35200,1560,0,0,629920
2025-08-31,日,32,103950,24660,128610,4019,38,316880,75250,392130,10319,103580,35750,0,0,0,556490
2025-09-01,月,0,0,0,0,0,40,330880,52230,383110,9577,28490,42900,28000,0,0,454010
2025-09-02,火,0,0,0,0,0,30,257730,54700,312430,10414,15220,29700,0,0,0,342130
2025-09-03,水,0,0,0,0,0,41,356070,66130,422200,10297,118830,42900,1650,0,0,466750
2025-09-04,木,0,0,0,0,0,36,301620,50740,352360,9787,90690,34650,0,0,0,387010
2025-09-05,金,0,0,0,0,0,37,353540,67850,421390,11388,58490,49500,0,0,0,470890
2025-09-06,土,23,82280,34610,116890,5082,38,368060,63410,431470,11354,92590,50050,0,0,0,598410
2025-09-07,日,23,98010,17370,115380,5016,43,414150,64260,478410,11125,66720,59400,0,0,0,653190
2025-09-08,月,0,0,0,0,0,32,272580,48200,320780,10024,91260,46200,0,0,0,366980
2025-09-09,火,0,0,0,0,0,40,357060,70470,427530,10688,48310,49500,40650,0,0,517680
2025-09-10,水,0,0,0,0,0,41,347820,69310,417130,10173,52700,38800,3300,0,0,459230
2025-09-11,木,0,0,0,0,0,45,377520,64490,442010,9822,53620,46200,0,0,0,488210
2025-09-12,金,0,0,0,0,0,38,363110,67770,430880,11338,70090,44000,0,0,0,474880
2025-09-13,土,23,88110,22790,110900,4821,40,390720,90590,481310,12032,31090,32450,1650,0,0,626310
2025-09-14,日,17,74360,11230,85590,5034,39,384670,81830,466500,11961,59450,51150,1650,0,0,604890
2025-09-15,月,19,58630,6220,64850,3413,40,423170,69420,492590,12314,153270,47300,0,0,0,604740
2025-09-16,火,0,0,0,0,0,34,308660,67950,376610,11076,83220,38500,0,0,0,415110
2025-09-17,水,0,0,0,0,0,40,383350,71440,454790,11369,52390,48400,1560,0,0,504750
2025-09-18,木,0,0,0,0,0,42,408870,80630,489500,11654,47120,47300,66560,0,0,603360
2025-09-19,金,0,0,0,0,0,40,427020,84570,511590,12789,69270,46200,0,0,0,557790
2025-09-20,土,20,70400,59600,130000,6500,39,360800,43620,404420,10369,53590,47300,0,0,0,581720
2025-09-21,日,11,50160,2950,53110,4828,40,372790,80140,452930,11323,21350,48400,1650,0,0,556090
2025-09-22,月,0,0,0,0,0,41,387640,73930,461570,11257,44740,46200,46420,0,0,554190
2025-09-23,火,30,114510,21710,136220,4540,37,333410,70950,404360,10928,164960,48950,1210,0,0,590740
2025-09-24,水,0,0,0,0,0,33,302390,70290,372680,11293,60370,37000,1650,0,0,411330
2025-09-25,木,0,0,0,0,0,33,299640,38920,338560,10259,15640,45100,1650,0,0,385310
2025-09-26,金,0,0,0,0,0,32,323730,62660,386390,12074,71010,35750,1650,0,0,423790
2025-09-27,土,29,98340,23160,121500,4189,38,326700,55520,382220,10058,139560,55000,0,0,0,558720
2025-09-28,日,40,138254,30690,168944,4223,36,300080,66880,366960,10193,119840,53900,1210,0,0,591014
2025-09-29,月,0,0,0,0,0,43,378400,137600,516000,12000,53350,0,75000,0,0,591000
2025-09-30,火,0,0,0,0,0,33,313940,48600,362540,10986,64590,44000,0,0,0,406540
2025-10-01,水,0,0,0,0,0,36,356290,53000,409290,11369,22070,40700,1560,0,0,451550
2025-10-02,木,0,0,0,0,0,29,287320,37270,324590,11192,63590,41800,0,0,0,366390
2025-10-03,金,0,0,0,0,0,40,415360,50770,466130,11653,77630,50600,0,0,0,516730
2025-10-04,土,33,123090,21070,144160,4368,41,370700,97130,467830,11410,111930,54050,3300,0,0,669340
2025-10-05,日,33,135520,29500,165020,5000,35,308000,61820,369820,10566,118610,48950,0,0,0,583790
2025-10-06,月,0,0,0,0,0,36,366850,81200,448050,12445,58410,45100,0,0,0,493150
2025-10-07,火,0,0,0,0,0,38,354090,44710,398800,10494,73990,41800,106000,0,0,546600
2025-10-08,水,0,0,0,0,0,38,396770,82070,478840,12601,58160,37400,1650,0,0,517890
2025-10-09,木,28,358800,92400,451200,16114,0,0,0,0,0,78350,0,0,0,0,451200
2025-10-10,金,0,0,0,0,0,38,363770,96950,460720,12124,91680,46200,6240,0,0,513160
2025-10-11,土,17,59180,9320,68500,4029,38,317570,47860,365430,9616,78350,46200,3210,0,0,483340
2025-10-12,日,19,67870,9540,77410,4074,33,288420,52290,340710,10324,0,39050,1560,0,0,458730
2025-10-13,月,31,117260,30130,147390,4754,38,375100,68890,443990,11683,6650,48000,1650,0,0,641030
2025-10-14,火,0,0,0,0,0,37,372020,66720,438740,11857,0,47300,24000,0,0,510040
2025-10-15,水,0,0,0,0,0,33,297220,50520,347740,10537,0,28600,0,0,0,376340
2025-10-16,木,0,0,0,0,0,38,369270,46490,415760,10941,0,39600,0,0,0,455360
2025-10-17,金,0,0,0,0,0,42,409640,66100,475740,11327,60220,48400,1210,0,6675,525350
2025-10-18,土,22,75130,3070,78200,3554,33,267520,54630,322150,9762,19500,42900,0,0,2225,443250
2025-10-19,日,30,123640,8830,132470,4415,37,381810,56640,438450,11850,153340,56100,3210,0,0,630230
2025-10-20,月,0,0,0,0,0,35,303710,41190,344900,9854,49920,41800,0,0,0,386700
2025-10-21,火,0,0,0,0,0,41,412170,55520,467690,11407,83190,39600,42000,0,0,549290
2025-10-22,水,0,0,0,0,0,59,475640,37100,512740,8690,117450,0,0,0,0,512740
2025-10-23,木,0,0,0,0,0,38,328410,53290,381700,10044,81650,42350,1210,0,0,425260
2025-10-24,金,0,0,0,0,0,43,450560,48910,499470,11615,67130,40700,1210,0,0,541380
2025-10-25,土,0,0,0,0,0,39,556400,187200,743600,19066,157840,0,0,0,0,743600
2025-10-26,日,37,112310,15050,127360,3442,40,394020,65330,459350,11483,57480,48950,1650,0,0,637310
2025-10-27,月,0,0,0,0,0,33,331760,53470,385230,11673,84890,42900,52000,0,0,480130
2025-10-28,火,0,0,0,0,0,38,317240,74290,391530,10303,37170,42500,1650,0,0,435680
2025-10-29,水,0,0,0,0,0,33,353540,50420,403960,12241,86460,35200,1560,0,0,440720
2025-10-30,木,0,0,0,0,0,41,412390,59740,472130,11515,101280,39600,0,0,0,511730
2025-10-31,金,0,0,0,0,0,41,422730,55100,477830,11654,67750,42900,4510,0,0,525240
2025-11-01,土,16,70730,12060,82790,5174,0,0,0,0,0,0,4400,0,0,0,87190
2025-11-02,日,29,92400,10880,103280,3561,41,411070,71330,482400,11765,81200,56100,0,0,0,641780
2025-11-03,月,31,109330,18270,127600,4116,31,273130,51990,325120,10487,131820,44000,44000,0,0,540720
2025-11-04,火,0,0,0,0,0,24,252450,34020,286470,11936,94550,34100,0,0,0,320570
2025-11-05,水,0,0,0,0,0,35,396220,82840,479060,13687,84760,39600,0,0,0,518660
2025-11-06,木,0,0,0,0,0,28,271480,46450,317930,11354,49720,39600,1210,0,0,358740
2025-11-07,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-08,土,22,81730,15700,97430,4428,35,361900,49420,411320,11752,111920,44550,0,0,0,553300
2025-11-09,日,24,95260,15800,111060,4627,34,342980,79910,422890,12437,75550,48950,0,0,0,582900
2025-11-10,月,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0
2025-11-11,火,0,0,0,0,0,29,289080,69440,358520,12362,40740,35200,50770,0,0,444490
2025-11-12,水,0,0,0,0,0,26,272580,49940,322520,12404,82610,42900,0,0,0,365420
2025-11-13,木,0,0,0,0,0,26,254870,37360,292230,11239,61770,22000,3210,0,0,317440
2025-11-14,金,0,0,0,0,0,36,358600,72030,430630,11961,13300,34100,0,0,0,464730
2025-11-15,土,27,69520,6550,76070,2817,34,349580,60680,410260,12066,64250,52800,0,0,0,539130
2025-11-16,日,27,87032,19160,106192,3933,29,283470,40390,323860,11167,89640,50050,1560,0,0,481662
2025-11-17,月,0,0,0,0,0,27,268510,59440,327950,12146,31250,37400,60000,0,0,425350
2025-11-18,火,0,0,0,0,0,16,139260,14720,153980,9623,35170,24200,0,0,0,178180
2025-11-19,水,0,0,0,0,0,20,185680,29750,215430,10771,59980,19800,1650,0,0,236880
2025-11-20,木,0,0,0,0,0,21,235510,27350,262860,12517,56790,15400,0,0,0,278260
2025-11-21,金,0,0,0,0,0,38,356730,59730,416460,10959,83570,46200,1560,0,0,464220
2025-11-22,土,19,73810,10140,83950,4418,35,346720,76990,423710,12106,112370,52250,1560,0,0,561470
2025-11-23,日,24,88770,15540,104310,4346,36,382360,71070,453430,12595,121310,47300,1650,0,0,606690
2025-11-24,月,36,121210,26330,147540,4098,40,398860,98680,497540,12438,78070,56100,46650,0,0,747830
2025-11-25,火,0,0,0,0,0,22,194700,24450,219150,9961,82000,36300,0,0,0,255450
2025-11-26,水,0,0,0,0,0,30,321530,71630,393160,13105,54270,35900,1650,0,0,430710
2025-11-27,木,0,0,0,0,0,25,235620,51480,287100,11484,73000,23800,2650,0,0,313550
2025-11-28,金,0,0,0,0,0,20,227590,37170,264760,13238,49580,24200,0,0,0,288960
2025-11-29,土,37,123200,32470,155670,4207,40,415140,94170,509310,12732,88720,51150,3300,0,0,719430
2025-11-30,日,22,62920,10410,73330,3333,34,300520,43040,343560,10104,107900,50050,0,0,0,466940
2025-12-01,月,0,0,0,0,0,22,269500,55230,324730,14760,29870,38500,1560,0,0,364790
2025-12-02,火,0,0,0,0,0,33,374330,50670,425000,12878,80410,42350,36210,0,0,503560
2025-12-03,水,0,0,0,0,0,29,306680,63360,370040,12760,63740,42900,0,0,0,412940
2025-12-04,木,0,0,0,0,0,30,279180,44570,323750,10791,118140,42900,0,0,0,366650
2025-12-05,金,0,0,0,0,0,39,295900,60450,356350,9137,81300,44000,0,0,0,400350
2025-12-06,土,12,37180,7500,44680,3723,35,388630,67740,456370,13039,101910,48400,0,0,0,549450
2025-12-07,日,26,90750,16990,107740,4143,41,409090,76920,486010,11853,82450,56100,2420,0,0,652270
2025-12-08,月,0,0,0,0,0,29,391820,50030,441850,15236,40570,45100,0,0,0,486950
2025-12-09,火,0,0,0,0,0,32,378860,52870,431730,13491,73700,45100,25000,0,0,501830
2025-12-10,水,0,0,0,0,0,39,472560,92510,565070,14488,99370,44000,2770,0,0,611840
2025-12-11,木,0,0,0,0,0,29,319660,46830,366490,12637,13350,41800,1650,0,0,409940
2025-12-12,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-13,土,23,79200,13830,93030,4044,40,376240,81420,457660,11441,114900,48950,6420,0,0,606060
2025-12-14,日,23,95370,11820,107190,4660,33,411180,49930,461110,13973,94570,29150,1560,0,0,599010
2025-12-15,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16,火,0,0,0,0,0,26,282590,66190,348780,13414,148730,25850,55000,0,0,429630
2025-12-17,水,0,0,0,0,0,40,429440,47010,476450,11911,109890,44000,3000,0,0,523450
2025-12-18,木,0,0,0,0,0,39,492470,68900,561370,14394,98910,49500,4000,0,0,614870
2025-12-19,金,0,0,0,0,0,38,364650,46810,411460,10827,130070,46200,10680,0,0,468340
2025-12-20,土,21,85360,12020,97380,4637,35,490490,74200,564690,16134,131040,48950,2000,0,0,713020
2025-12-21,日,30,151250,26980,178230,5941,37,507980,90450,598430,16173,100260,58300,1000,0,0,835960
2025-12-22,月,0,0,0,0,0,38,463540,77070,540610,14226,148800,41800,6000,0,0,588410
2025-12-23,火,16,105050,15170,120220,7513,38,638880,79500,718380,18904,175310,67100,6000,0,0,911700
2025-12-24,水,10,63800,10270,74070,7407,36,599940,106090,706030,19611,159890,56100,4210,0,0,840410
2025-12-25,木,0,0,0,0,0,36,605880,96900,702780,19521,39900,55000,2000,0,0,759780
2025-12-26,金,0,0,0,0,0,0,0,0,0,0,88630,0,3000,0,0,3000
2025-12-27,土,34,134530,38350,172880,5084,39,348150,78380,426530,10936,194470,55000,4120,0,0,658530
2025-12-28,日,30,116270,15820,132090,4403,41,418330,64370,482700,11773,267340,41800,5560,0,0,662150
2025-12-29,月,0,0,0,0,0,40,349580,51560,401140,10028,187440,45100,6000,0,0,452240
2025-12-30,火,0,0,0,0,0,38,368500,69390,437890,11523,169100,47850,181560,0,0,667300
2025-12-31,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-01,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-02,金,0,0,0,0,0,42,487850,104020,591870,14092,201040,41800,6000,0,0,639670
2026-01-03,土,28,68640,7890,76530,2733,39,385330,51740,437070,11206,190530,51700,7000,0,0,572300
2026-01-04,日,24,79860,20950,100810,4200,38,409090,76860,485950,12788,153860,50600,6560,0,800,643920
2026-01-05,月,0,0,0,0,0,37,400510,94230,494740,13371,139430,42900,3560,0,0,541200
2026-01-06,火,0,0,0,0,0,31,305910,64670,370580,11954,121530,34100,4000,0,0,408680
2026-01-07,水,0,0,0,0,0,31,371910,46250,418160,13489,118830,42900,2000,0,0,463060
2026-01-08,木,0,0,0,0,0,22,209440,35960,245400,11154,53150,27500,0,0,0,272900
2026-01-09,金,0,0,0,0,0,30,281160,38000,319160,10638,101330,37400,6000,0,0,362560
2026-01-10,土,21,54340,19020,73360,3493,30,329560,44990,374550,12485,58540,41800,0,0,0,489710
2026-01-11,日,17,57750,17000,74750,4397,33,324830,42350,367180,11126,95520,37400,4560,0,0,483890
2026-01-12,月,15,41690,12090,53780,3585,34,340780,49860,390640,11489,92880,49500,3210,0,0,497130
2026-01-13,火,0,0,0,0,0,0,0,0,0,0,57400,0,0,0,0,0
2026-01-14,水,0,0,0,0,0,32,333960,41750,375710,11740,71590,34100,0,0,0,409810
2026-01-15,木,0,0,0,0,0,29,306570,41080,347650,11987,86190,40700,1000,0,0,389350
2026-01-16,金,0,0,0,0,0,34,311410,40790,352200,10358,81210,39600,4000,0,0,395800
2026-01-17,土,17,42460,8250,50710,2982,36,319770,68510,388280,10785,127950,51150,7210,0,800,497350
2026-01-18,日,16,41910,3360,45270,2829,30,267190,42090,309280,10309,167120,38500,2000,0,400,395050
2026-01-19,月,0,0,0,0,0,34,327360,51630,378990,11146,106610,42900,1000,0,0,422890
2026-01-20,火,0,0,0,0,0,21,198440,53310,251750,11988,74460,37400,1210,0,0,290360
2026-01-21,水,0,0,0,0,0,24,231660,27440,259100,10795,55720,37400,4120,0,0,300620
2026-01-22,木,0,0,0,0,0,29,294470,50530,345000,11896,114330,40700,3560,0,0,389260
2026-01-23,金,0,0,0,0,0,31,312070,36100,348170,11231,98040,41800,0,0,0,389970
2026-01-24,土,13,33440,8200,41640,3203,40,415030,79670,494700,12367,97740,50600,0,0,0,586940
2026-01-25,日,3,14850,1600,16450,5483,24,175450,42130,217580,9065,11650,31900,0,0,0,265930
2026-01-26,月,0,0,0,0,0,27,195250,47030,242280,8973,88780,19800,3420,0,0,265500
2026-01-27,火,0,0,0,0,0,34,293370,55400,348770,10257,107940,44000,0,0,0,392770
2026-01-28,水,0,0,0,0,0,21,209330,39460,248790,11847,87520,28600,0,0,800,277390
2026-01-29,木,0,0,0,0,0,24,212960,32960,245920,10246,75670,27500,2560,0,0,275980
2026-01-30,金,0,0,0,0,0,33,304810,30530,335340,10161,44770,22000,1000,0,0,358340
2026-01-31,土,2,7040,0,7040,3520,33,326370,81960,408330,12373,78580,42900,347000,0,0,805270
2026-02-01,日,18,52360,11030,63390,3521,38,401280,67450,468730,12335,112990,50600,4210,0,0,586930
2026-02-02,月,0,0,0,0,0,31,298540,49690,348230,11233,112000,46200,6560,0,0,400990
2026-02-03,火,0,0,0,0,0,35,348190,69610,417800,11937,158180,44000,3000,0,0,464800
2026-02-04,水,0,0,0,0,0,32,315370,82300,397670,12427,163460,39600,3650,0,800,440920
2026-02-05,木,0,0,0,0,0,32,267190,37860,305050,9532,242390,27500,11000,0,400,343550
2026-02-06,金,0,0,0,0,0,38,360580,70600,431180,11346,148970,42900,3560,0,0,477640
2026-02-07,土,15,41932,16900,58832,3922,38,343530,64090,407620,10726,221980,50600,3000,0,0,520052
2026-02-08,日,5,20460,4640,25100,5020,32,263450,68320,331770,10367,142080,42350,2000,0,0,401220
2026-02-09,月,0,0,0,0,0,32,332420,38360,370780,11586,178040,31900,5000,0,400,407680
2026-02-10,火,0,0,0,0,0,37,327360,64860,392220,10600,231990,46200,2000,0,0,440420
2026-02-11,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-12,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-13,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-14,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-15,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-16,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-17,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-18,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-19,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-20,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-21,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-22,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-23,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-24,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-25,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-26,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-27,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-28,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
