Source,Title,Content
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - 自走型の組織とは,"経営者が自分の仕事に集中するには、今の組織を自走型の組織に変えていくことが最適解だとお伝えしましたが、ここでは自走型の組織とは一体なんなのか。これまでの組織とはどんなところが違うのかについて説明していきます。
まず、自走型の組織とは、経営者が自ら指示や命令をしなくても社員が自ら考えて行動できる組織のことを指します。むしろ、自分たちで何をすべきかを考えることが大事になるので、経営者は口出しをしないほうがうまくいきます。現在、経営者もしくは幹部社員が細かいところまでを管理して指示・命令しているなら、まずはそのプロセス自体が不要になります。社員たちは自分たちの考えに基づいて行動できますし、経営者や幹部社員は自分のすべき仕事に集中できます。つまり、双方にとってとてもいい組織のあり方なのです。
例えばあるプロジェクトを進めるにあたり、これまではチームの責任者が全体を管理し、細かく指示を出していたかもしれません。しかしそれでは、いつまで経っても指示されなければ動くことのできない人たちばかりが育ってしまいます。本来なら、このような時にチームのメンバーに求めるのは、責任者が決めた各自の役割を自分なりに解釈し、何ができるかを自分で考え行動し結果を出せるように各自が取り組むことです。仮に問題が起きた時も、ただ上からの指示を待つのではなく、解決に向けて能動的に行動できることを求めたいところです。こんなことは絵空事だと思うかもしれませんが、自走型の組織づくりを始めると絵空事だと思えたことが現実になっていきます。
自走型の組織づくりをすると、社員たちの中に自立心・自律心が芽生えるようになります。なぜなら、使命を与えることで自分の内側に「やりたい」という情熱が湧き上がるようになるからです。どんな人でも、人から無理やり指示されたことをやるよりも、自分でやりたいと思ったことに取り組む方が、多くを吸収します。自らがやりたいと思っているので、わからないことがあってもそのままにせず能動的に調べて解決し、うまくいくまでトライします。「これができたら次はこれをやろう」と自ら計画を立てて、スキルアップにも積極的です。困難なことがあったとしても、それほど苦痛に感じることなく、むしろ困難に挑戦することにワクワクするという人も少なくありません。仮に挑戦に失敗して落ち込むことがあっても、それを一つのドラマだと捉えて再挑戦しようとするのです。
自走型の組織では、仕事であるにも関わらず、今お伝えしたことと同様の現象が起きます。自分がなんのために仕事をしているかを理解し、その仕事に携わることに誇りを持ち、意欲的に取り組むようになるのです。"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - これからの組織づくりは自走式が主流になる,"社員たちに望むことが主体的に行動することなら、あなたが目指すべき組織は自走型組織です。自走型組織について本書で初めて知った方もいるかもしれませんが、自走型組織はここ数年で注目されている組織づくりの考え方です。自走型組織が注目される理由は、すでにお伝えしたように、近年の働き方の変化や時代の変化などが影響していると考えられます。
例えばここ数年で急速に進んだリモートワークの導入も、組織のあり方や働き方に対する価値観の変化に大きく影響しました。リモートワークを導入することで生じたのは、これまでのように現場で上司が部下を管理することが難しくなったこと。これまでであれば、部下の仕事に目を配ることができましたが、離れた場所で仕事をすることでそれが難しくなってしまったのです。
社員に、上司の管理下から離れた環境下でも社員にしっかりと働いてもらい成果を出してもらうには、指示されるまで何もしないのではなく、自ら考え行動するようになってもらわなければなりません。
さらに、自走型組織をつくることはVUCAと呼ばれる予測不可能な時代に適応していくためにも必要だと考えられています。VUCA（ブーカ）とは、Volatility（変動性）、Uncertainty（不確実性）、Complexity（複雑性）、Ambiguity（曖昧性）という4つの単語の頭文字をとった言葉で、予測困難で目まぐるしく変化する状況を意味します。
グローバル対応や国内の政治・経済の変動、日々更新されるAI、IT、バイオテクノロジー等の技術革新など、次々と起こる変化に対応していかなければならない状況は、まさにVUCAの時代です。
予測不可能。ゆっくりと戦略を立案し対策していくのではなく、その都度変化を素早く捉え、対応していくスピード感と柔軟さなどが求められる時代がVUCAの時代です。
このようなVUCAの時代を企業が生き抜くためにも、これまでと同じやり方をしていたのでは企業は競争に打ち勝つことができません。予測しづらい状況のなかでも最適な意思決定を行い、ビジネスを成功に導くためにも、言われたことだけをやる指示待ち人材ではなく、主体的に動ける人材の育成や、自走する組織づくりが必要だといわれているのです。"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - 自走型組織の社員の特徴とは,"ここで、自走型組織をつくる社員の特徴について整理しておきましょう。
自走型組織としては、「自律性がある」「柔軟性がある」「チームワークがある」「フラットな組織づくりを意識する」などの特徴があります。"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - 自律性がある,自走型組織をつくる社員は、自分たちの仕事の優先順位を決め、タスクを管理し、課題に対して自ら解決策を見つけながら仕事を進めていきます。もちろん勝手に仕事を進めるのではなく、上司との報連相も適度に取りますが、ただ指示を待つだけでなく主体的に仕事を進めていく姿勢があります。
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - 柔軟性がある,自走型組織の社員たちは、変化に対し迅速に適応できる柔軟性も持ち合わせています。社員が自ら主体的に考えた新しい企画を試す自由度の高い環境や風潮があるため、組織全体としても新しいことに挑戦する抵抗がありません。
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - チームワークがある,"自走型組織では、個人が主体的に行動するだけでなく、自分以外のチームメンバーのことも尊重し、互いに協力しあう関係性を大切にします。
従来の管理型組織では上からの指示に従うという傾向になり、チームで協力して共に課題に向き合う機会が乏しくなります。これについては後の章でも説明しますが、権力や地位のある人が優れているという考えではなく、若手や経験のない社員の可能性を重視するのが自走型組織です。自分に経験がなくてもチームの一員として活躍できるので、コミュニケーションが活性化しチーム力が強化されるのです。"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - フラットな組織構造,"自走型組織は、伝統的な「上から下へ」の命令系統ではなく、チームや個々のメンバーが自由に情報を共有し、共に決定を下すことを可能にする「フラット」な組織構造を取ることが多いです。
フラットな組織構造にすることのメリットは、情報がチーム全体に素早く行き渡ることです。つまり、全員が情報を手に入れ、それを元に自己判断をすることができます。また、意思決定には全員が参加することがルールです。意思決定に関われることから、自分の意見が重要な決定にも影響をするという感覚を持つことができます。結果として、自分の仕事が組織全体の成果に直接的に影響していると感じ、それが働きがいとモチベーションの向上につながります。"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - 経験学習型の学習モデル,自走型組織では、失敗を間違いではなく、学びのチャンスとして捉えます。失敗した結果から何が学べるのか、どう改善できるのかを共有し、理解することが重要視されるからです。
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - 自走型組織を作れば、経営者は楽になれる,"組織のあり方を変えることについておっくうに感じる人もいるかもしれませんが、経営者にとって自走型組織を作ることはメリットしかありません。具体的にどのようなメリットが得られるかというと、主に次のようなことが挙げられます。
*   経営者がやるべき事に集中できる
*   売上が増える
*   顧客満足度が向上し集客が安定する
*   社員の定着率が向上する
*   経営が安定する
今のあなたの状態は、会社にとって最も重要な経営に関する仕事に集中できず、プレイヤーとしても手を動かし、マルチに仕事をこなさなければならない状態ではないでしょうか。その状態を継続していると、いつまで経っても組織は変わらず、ただあなたが疲弊するだけ。ならば、経営者としての仕事に集中できる環境を整えることが先決です。
社員が自分たちで考え、仕事を進められるようになれば、あなたが口や手を出さなくても自分たちで目標を立て、それに向かって計画・実行していくようになります。そうなれば、あなたの時間が今よりも確保できるようになるだけでなく、社員たちが自ら売上に貢献できるようにもなっていきます。
実際に自社の組織のあり方に限界を感じ、自走型組織へと改革を進められた経営者からは、「組織やスタッフの考え方が変わり、自主的に物事を捉えるようになりました」という声をいただきます。また、社員が主体的に変わることで、数字としても成果が現れ、経営者が1人で奔走していただけでは達成できない領域に導かれることができるようになったという変化も現れています。このように、自走型組織をつくることは、経営者1人だけでは辿りつけない成果や領域へ会社を導くことができる可能性があるのです。"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - 今の組織の状態をチェックしてみましょう,"自走組織の話をすると、「大手でしかうまくいかない」や「優秀な人材ばかりの会社の話だ」と内心思われる人もいると思います。ですが決して大企業だけの話ではなく、どんなに小さなチームでも再現できます。
本当に自分に必要なことなのかどうかがわからない場合は、現在のあなたの組織の状態がどうなっているのかをチェックしてみてください。それぞれ該当項目にチェックしていただき、下記の内容に当てはまるようであれば、今のあなたは組織のマネジメントの方法を変えていく必要があります。本書を通して、自走する組織作りにチャレンジしてみてください。"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - A:今のあなたが、会社に対して望んでいることについて,"*   組織・企業文化を変革して常に進化し続ける強い会社にしたい
*   商品・サービスを変革して新たな価値創造をしたい
*   市場・顧客を変革して新たな売上を作りたい
*   生産・納品・事務プロセスを変革して業務を効率化したい
*   仕入れ先・供給方法を変革して部材の質をあげ、コストを削減したい
*   新しい人材を採用し、規模を大きくしたいが社内で教育できる人がいない"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - B:今のあなたが組織のメンバーに望んでいることについて,"*   もっと主体性を発揮し、強い責任感を持って欲しい
*   失敗を恐れずにチャレンジして欲しい
*   もっと仕事への使命感、モチベーションを高めて欲しい
*   決めたことを確実に実行して欲しい
*   協調性、相乗効果を発揮して欲しい
*   業務改革ができずマンネリ化している"
chapter_01.txt,**CHAPTER 01 経営だけに集中できずに悩んでいませんか？** - C:今のあなたが組織のメンバーやチームに対し感じていること,"*   メンバーがバラバラでまとまりがない
*   チームというより、単なるグループのようだ
*   いつも特定のメンバーの独壇場
*   仕事に対する熱意・責任感・使命感が低い
*   向上心や目標意識が低く同じことの繰り返し
*   できないことを環境や人のせいにして自己弁護している
*   自分の意見を持てず、自分の判断や発言ができない
*   チーム内で深いコミュニケーションがない
*   問題があっても事なかれ主義で放置するか逃げる
*   信頼して仕事が任せられない
*   スキルアップやトレーニングに対する意識が低い
*   自分勝手に振る舞うメンバーが調和を乱す
A~Cの合計25個の質問のうち、15個以上該当している場合は緊急度が高め。組織改革を前向きに検討することをおすすめします。"
chapter_02.txt,**CHAPTER 02 自走組織をつくるために必要なこと** - これまでの管理型組織には限界がある,"指示待ち社員ばかりで経営に集中できないという悩みは、組織マネジメントの手法を管理型から自走型へと転換させることで、解消されていきます。
ただし、そのためにはこれまでの組織づくりの考え方を変えていかなければなりません。具体的にどのようなことを変えていけばいいかは後ほど説明しますが、ここではまずよくある組織づくりの間違いについて取り上げていきます。"
